id,name,declaryngType,methodDescriptor,returnType,numArgument,hasConstants
21060100,clientDisconnected,NGClientListener,(Lcom/facebook/nailgun/NGClientDisconnectReason;)V,void,1,0
21060100,close,NGUnixDomainSocketLibrary,(I)I,int,1,0
21060100,read,NGUnixDomainSocketLibrary,(ILjava/nio/ByteBuffer;I)I,int,3,0
21060100,write,NGUnixDomainSocketLibrary,(ILjava/nio/ByteBuffer;I)I,int,3,0
21060100,shutdown,NGUnixDomainSocketLibrary,(II)I,int,2,0
21060100,shutdown,NGUnixDomainSocketLibrary,(II)I,int,2,1
21060100,get,"Map<String,NailStats>",(Ljava/lang/Object;)Lcom/facebook/nailgun/NailStats;,NailStats,1,0
21060100,get,CommnunicatorCreator,(Ljava/net/Socket;)Lcom/facebook/nailgun/NGCommunicator;,NGCommunicator,1,0
21060100,accept,NGUnixDomainSocketLibrary,(ILcom/facebook/nailgun/NGUnixDomainSocketLibrary$SockaddrUn;Lcom/sun/jna/ptr/IntByReference;)I,int,3,0
21060100,bind,NGUnixDomainSocketLibrary,(ILcom/facebook/nailgun/NGUnixDomainSocketLibrary$SockaddrUn;I)I,int,3,0
21060100,unlink,NGUnixDomainSocketLibrary,(Ljava/lang/String;)I,int,1,0
21060100,connect,NGUnixDomainSocketLibrary,(ILcom/facebook/nailgun/NGUnixDomainSocketLibrary$SockaddrUn;I)I,int,3,0
21060100,listen,NGUnixDomainSocketLibrary,(II)I,int,2,0
21060100,socket,NGUnixDomainSocketLibrary,(III)I,int,3,0
21060100,socket,NGUnixDomainSocketLibrary,(III)I,int,3,1
21060100,WaitForSingleObject,NGWin32NamedPipeLibrary,(Lcom/sun/jna/platform/win32/WinNT$HANDLE;I)I,int,2,0
21060100,WaitForSingleObject,NGWin32NamedPipeLibrary,(Lcom/sun/jna/platform/win32/WinNT$HANDLE;I)I,int,2,1
21060100,CreateEvent,NGWin32NamedPipeLibrary,(Lcom/sun/jna/platform/win32/WinBase$SECURITY_ATTRIBUTES;ZZLjava/lang/String;)Lcom/sun/jna/platform/win32/WinNT$HANDLE;,HANDLE,4,0
21060100,CreateEvent,NGWin32NamedPipeLibrary,(Lcom/sun/jna/platform/win32/WinBase$SECURITY_ATTRIBUTES;ZZLjava/lang/String;)Lcom/sun/jna/platform/win32/WinNT$HANDLE;,HANDLE,4,1
21060100,CancelIoEx,NGWin32NamedPipeLibrary,(Lcom/sun/jna/platform/win32/WinNT$HANDLE;Lcom/sun/jna/Pointer;)Z,boolean,2,0
21060100,GetOverlappedResult,NGWin32NamedPipeLibrary,(Lcom/sun/jna/platform/win32/WinNT$HANDLE;Lcom/sun/jna/Pointer;Lcom/sun/jna/ptr/IntByReference;Z)Z,boolean,4,0
21060100,GetOverlappedResult,NGWin32NamedPipeLibrary,(Lcom/sun/jna/platform/win32/WinNT$HANDLE;Lcom/sun/jna/Pointer;Lcom/sun/jna/ptr/IntByReference;Z)Z,boolean,4,1
21060100,CloseHandle,NGWin32NamedPipeLibrary,(Lcom/sun/jna/platform/win32/WinNT$HANDLE;)Z,boolean,1,0
21060100,WriteFile,NGWin32NamedPipeLibrary,(Lcom/sun/jna/platform/win32/WinNT$HANDLE;Ljava/nio/ByteBuffer;ILcom/sun/jna/ptr/IntByReference;Lcom/sun/jna/Pointer;)Z,boolean,5,0
21060100,ReadFile,NGWin32NamedPipeLibrary,(Lcom/sun/jna/platform/win32/WinNT$HANDLE;Lcom/sun/jna/Memory;ILcom/sun/jna/ptr/IntByReference;Lcom/sun/jna/Pointer;)Z,boolean,5,0
21060100,DisconnectNamedPipe,NGWin32NamedPipeLibrary,(Lcom/sun/jna/platform/win32/WinNT$HANDLE;)Z,boolean,1,0
21060100,ConnectNamedPipe,NGWin32NamedPipeLibrary,(Lcom/sun/jna/platform/win32/WinNT$HANDLE;Lcom/sun/jna/Pointer;)Z,boolean,2,0
21060100,CreateNamedPipe,NGWin32NamedPipeLibrary,(Ljava/lang/String;IIIIIILcom/sun/jna/platform/win32/WinBase$SECURITY_ATTRIBUTES;)Lcom/sun/jna/platform/win32/WinNT$HANDLE;,HANDLE,8,0
21060100,CreateNamedPipe,NGWin32NamedPipeLibrary,(Ljava/lang/String;IIIIIILcom/sun/jna/platform/win32/WinBase$SECURITY_ATTRIBUTES;)Lcom/sun/jna/platform/win32/WinNT$HANDLE;,HANDLE,8,1
21060100,onNamedPipeSocketClose,CloseCallback,(Lcom/sun/jna/platform/win32/WinNT$HANDLE;)V,void,1,0
21060100,put,"Map<String,NailStats>",(Ljava/lang/String;Lcom/facebook/nailgun/NailStats;)Lcom/facebook/nailgun/NailStats;,NailStats,2,0
1131230489,createGenerator,TokenStreamFactory,(Ljava/io/OutputStream;)Lcom/fasterxml/jackson/core/JsonGenerator;,JsonGenerator,1,0
1131230489,createGenerator,TokenStreamFactory,(Ljava/io/Writer;)Lcom/fasterxml/jackson/core/JsonGenerator;,JsonGenerator,1,0
1131230489,createParser,TokenStreamFactory,(Ljava/lang/String;)Lcom/fasterxml/jackson/core/JsonParser;,JsonParser,1,0
1131230489,createParser,TokenStreamFactory,(Ljava/io/DataInput;)Lcom/fasterxml/jackson/core/JsonParser;,JsonParser,1,0
1131230489,createParser,TokenStreamFactory,(Ljava/io/Reader;)Lcom/fasterxml/jackson/core/JsonParser;,JsonParser,1,0
1131230489,createParser,TokenStreamFactory,(Ljava/io/InputStream;)Lcom/fasterxml/jackson/core/JsonParser;,JsonParser,1,0
1131230489,disable,JsonGenerator,(Lcom/fasterxml/jackson/core/JsonGenerator$Feature;)Lcom/fasterxml/jackson/core/JsonGenerator;,JsonGenerator,1,0
1131230489,enable,JsonGenerator,(Lcom/fasterxml/jackson/core/JsonGenerator$Feature;)Lcom/fasterxml/jackson/core/JsonGenerator;,JsonGenerator,1,0
1131230489,setCodec,JsonParser,(Lcom/fasterxml/jackson/core/ObjectCodec;)V,void,1,0
1131230489,setCodec,JsonGenerator,(Lcom/fasterxml/jackson/core/ObjectCodec;)Lcom/fasterxml/jackson/core/JsonGenerator;,JsonGenerator,1,0
1131230489,isEnabled,JsonGenerator,(Lcom/fasterxml/jackson/core/JsonGenerator$Feature;)Z,boolean,1,0
1131230489,writeTree,JsonGenerator,(Lcom/fasterxml/jackson/core/TreeNode;)V,void,1,0
1131230489,writeTree,ObjectCodec,(Lcom/fasterxml/jackson/core/JsonGenerator;Lcom/fasterxml/jackson/core/TreeNode;)V,void,2,0
1131230489,writeObject,JsonGenerator,(Ljava/lang/Object;)V,void,1,0
1131230489,writeObject,JsonGenerator,(Ljava/lang/Object;)V,void,1,1
1131230489,writeBoolean,JsonGenerator,(Z)V,void,1,0
1131230489,writeBoolean,JsonGenerator,(Z)V,void,1,1
1131230489,writeNumber,JsonGenerator,(Ljava/lang/String;)V,void,1,0
1131230489,writeNumber,JsonGenerator,(Ljava/lang/String;)V,void,1,1
1131230489,writeNumber,JsonGenerator,(Ljava/math/BigDecimal;)V,void,1,0
1131230489,writeNumber,JsonGenerator,(F)V,void,1,0
1131230489,writeNumber,JsonGenerator,(F)V,void,1,1
1131230489,writeNumber,JsonGenerator,(D)V,void,1,0
1131230489,writeNumber,JsonGenerator,(D)V,void,1,1
1131230489,writeNumber,JsonGenerator,(Ljava/math/BigInteger;)V,void,1,0
1131230489,writeNumber,JsonGenerator,(J)V,void,1,0
1131230489,writeNumber,JsonGenerator,(J)V,void,1,1
1131230489,writeNumber,JsonGenerator,(I)V,void,1,0
1131230489,writeNumber,JsonGenerator,(I)V,void,1,1
1131230489,writeBinary,JsonGenerator,(Lcom/fasterxml/jackson/core/Base64Variant;[BII)V,void,4,0
1131230489,writeBinary,JsonGenerator,(Lcom/fasterxml/jackson/core/Base64Variant;[BII)V,void,4,1
1131230489,writeBinary,JsonGenerator,(Lcom/fasterxml/jackson/core/Base64Variant;Ljava/io/InputStream;I)I,int,3,0
1131230489,writeRawValue,JsonGenerator,(Ljava/lang/String;)V,void,1,0
1131230489,writeRawValue,JsonGenerator,(Ljava/lang/String;)V,void,1,1
1131230489,writeRawValue,JsonGenerator,([CII)V,void,3,0
1131230489,writeRawValue,JsonGenerator,([CII)V,void,3,1
1131230489,writeRawValue,JsonGenerator,(Ljava/lang/String;II)V,void,3,0
1131230489,writeRawValue,JsonGenerator,(Ljava/lang/String;II)V,void,3,1
1131230489,writeRaw,JsonGenerator,(Ljava/lang/String;)V,void,1,0
1131230489,writeRaw,JsonGenerator,(Ljava/lang/String;)V,void,1,1
1131230489,writeRaw,JsonGenerator,([CII)V,void,3,0
1131230489,writeRaw,JsonGenerator,([CII)V,void,3,1
1131230489,writeRaw,JsonGenerator,(Ljava/lang/String;II)V,void,3,0
1131230489,writeRaw,JsonGenerator,(C)V,void,1,0
1131230489,writeRaw,JsonGenerator,(C)V,void,1,1
1131230489,writeUTF8String,JsonGenerator,([BII)V,void,3,0
1131230489,writeUTF8String,JsonGenerator,([BII)V,void,3,1
1131230489,writeRawUTF8String,JsonGenerator,([BII)V,void,3,0
1131230489,writeRawUTF8String,JsonGenerator,([BII)V,void,3,1
1131230489,writeString,JsonGenerator,(Ljava/lang/String;)V,void,1,0
1131230489,writeString,JsonGenerator,(Ljava/lang/String;)V,void,1,1
1131230489,writeString,JsonGenerator,([CII)V,void,3,0
1131230489,writeString,JsonGenerator,([CII)V,void,3,1
1131230489,writeString,JsonGenerator,(Lcom/fasterxml/jackson/core/SerializableString;)V,void,1,0
1131230489,writeFieldName,JsonGenerator,(Ljava/lang/String;)V,void,1,0
1131230489,writeFieldName,JsonGenerator,(Ljava/lang/String;)V,void,1,1
1131230489,writeFieldName,JsonGenerator,(Lcom/fasterxml/jackson/core/SerializableString;)V,void,1,0
1131230489,writeEndObject,PrettyPrinter,(Lcom/fasterxml/jackson/core/JsonGenerator;I)V,void,2,0
1131230489,getValueAsString,JsonParser,(Ljava/lang/String;)Ljava/lang/String;,String,1,0
1131230489,getValueAsString,JsonParser,(Ljava/lang/String;)Ljava/lang/String;,String,1,1
1131230489,getBinaryValue,JsonParser,(Lcom/fasterxml/jackson/core/Base64Variant;)[B,byte[],1,0
1131230489,writeStartObject,PrettyPrinter,(Lcom/fasterxml/jackson/core/JsonGenerator;)V,void,1,0
1131230489,overrideCurrentName,JsonParser,(Ljava/lang/String;)V,void,1,0
1131230489,overrideCurrentName,JsonParser,(Ljava/lang/String;)V,void,1,1
1131230489,writeEndArray,PrettyPrinter,(Lcom/fasterxml/jackson/core/JsonGenerator;I)V,void,2,0
1131230489,writeStartArray,PrettyPrinter,(Lcom/fasterxml/jackson/core/JsonGenerator;)V,void,1,0
1131230489,hasToken,JsonParser,(Lcom/fasterxml/jackson/core/JsonToken;)Z,boolean,1,0
1131230489,hasTokenId,JsonParser,(I)Z,boolean,1,0
1131230489,hasTokenId,JsonParser,(I)Z,boolean,1,1
1131230489,setFeatureMask,JsonGenerator,(I)Lcom/fasterxml/jackson/core/JsonGenerator;,JsonGenerator,1,0
1131230489,setFeatureMask,JsonGenerator,(I)Lcom/fasterxml/jackson/core/JsonGenerator;,JsonGenerator,1,1
1131230489,getEscapeSequence,CharacterEscapes,(I)Lcom/fasterxml/jackson/core/SerializableString;,SerializableString,1,0
1131230489,readTree,ObjectCodec,(Lcom/fasterxml/jackson/core/JsonParser;)Lcom/fasterxml/jackson/core/T;,T,1,0
1131230489,writeValue,ObjectCodec,(Lcom/fasterxml/jackson/core/JsonGenerator;Ljava/lang/Object;)V,void,2,0
1131230489,readValues,ObjectCodec,(Lcom/fasterxml/jackson/core/JsonParser;Lcom/fasterxml/jackson/core/type/TypeReference;)Ljava/util/Iterator;,Iterator<T>,2,0
1131230489,readValues,ObjectCodec,(Lcom/fasterxml/jackson/core/JsonParser;Ljava/lang/Class;)Ljava/util/Iterator;,Iterator<T>,2,0
1131230489,readValue,ObjectCodec,(Lcom/fasterxml/jackson/core/JsonParser;Lcom/fasterxml/jackson/core/type/TypeReference;)Lcom/fasterxml/jackson/core/T;,T,2,0
1131230489,readValue,ObjectCodec,(Lcom/fasterxml/jackson/core/JsonParser;Ljava/lang/Class;)Lcom/fasterxml/jackson/core/T;,T,2,0
1131230489,putUnquotedUTF8,SerializableString,(Ljava/nio/ByteBuffer;)I,int,1,0
1131230489,beforeObjectEntries,PrettyPrinter,(Lcom/fasterxml/jackson/core/JsonGenerator;)V,void,1,0
1131230489,putQuotedUTF8,SerializableString,(Ljava/nio/ByteBuffer;)I,int,1,0
1131230489,writeUnquotedUTF8,SerializableString,(Ljava/io/OutputStream;)I,int,1,0
1131230489,beforeArrayValues,PrettyPrinter,(Lcom/fasterxml/jackson/core/JsonGenerator;)V,void,1,0
1131230489,writeArrayValueSeparator,PrettyPrinter,(Lcom/fasterxml/jackson/core/JsonGenerator;)V,void,1,0
1131230489,writeQuotedUTF8,SerializableString,(Ljava/io/OutputStream;)I,int,1,0
1131230489,appendUnquoted,SerializableString,([CI)I,int,2,0
1131230489,appendUnquoted,SerializableString,([CI)I,int,2,1
1131230489,writeObjectFieldValueSeparator,PrettyPrinter,(Lcom/fasterxml/jackson/core/JsonGenerator;)V,void,1,0
1131230489,writeObjectEntrySeparator,PrettyPrinter,(Lcom/fasterxml/jackson/core/JsonGenerator;)V,void,1,0
1131230489,appendUnquotedUTF8,SerializableString,([BI)I,int,2,0
1131230489,appendUnquotedUTF8,SerializableString,([BI)I,int,2,1
1131230489,appendQuoted,SerializableString,([CI)I,int,2,0
1131230489,appendQuoted,SerializableString,([CI)I,int,2,1
1131230489,appendQuotedUTF8,SerializableString,([BI)I,int,2,0
1131230489,appendQuotedUTF8,SerializableString,([BI)I,int,2,1
1131230489,writeRootValueSeparator,PrettyPrinter,(Lcom/fasterxml/jackson/core/JsonGenerator;)V,void,1,0
1131230489,get,List<LocData>,(I)Lcom/fasterxml/jackson/core/read/LocationDuringReaderParsingTest$LocData;,LocData,1,0
1131230489,get,List<LocData>,(I)Lcom/fasterxml/jackson/core/read/LocationDuringStreamParsingTest$LocData;,LocData,1,0
1131230489,get,List<Photo>,(I)Lperf/MediaItem$Photo;,Photo,1,0
1131230489,feedInput,ByteArrayFeeder,([BII)V,void,3,0
1131230489,feedInput,ByteArrayFeeder,([BII)V,void,3,1
1131230489,_verifyValueWrite,GeneratorBase,(Ljava/lang/String;)V,void,1,0
1131230489,_verifyValueWrite,GeneratorBase,(Ljava/lang/String;)V,void,1,1
1131230489,parse,AbstractDoubleHandPickedTest,(Ljava/lang/String;II)D,double,3,0
1131230489,parse,AbstractDoubleHandPickedTest,(Ljava/lang/CharSequence;)D,double,1,0
1131230489,parse,AbstractDoubleNumericallyGeneratedTest,(Ljava/lang/String;)D,double,1,0
1131230489,parse,AbstractFloatHandPickedTest,(Ljava/lang/String;II)F,float,3,0
1131230489,parse,AbstractFloatHandPickedTest,(Ljava/lang/CharSequence;)F,float,1,0
1131230489,parse,AbstractFloatNumericallyGeneratedTest,(Ljava/lang/String;)F,float,1,0
1131230489,parse,AbstractNumericallyGeneratedTest,(Ljava/lang/String;)D,double,1,0
1131230489,decorate,OutputDecorator,(Lcom/fasterxml/jackson/core/io/IOContext;Ljava/io/Writer;)Ljava/io/Writer;,Writer,2,0
1131230489,decorate,OutputDecorator,(Lcom/fasterxml/jackson/core/io/IOContext;Ljava/io/OutputStream;)Ljava/io/OutputStream;,OutputStream,2,0
1131230489,decorate,InputDecorator,(Lcom/fasterxml/jackson/core/io/IOContext;Ljava/io/Reader;)Ljava/io/Reader;,Reader,2,0
1131230489,decorate,InputDecorator,(Lcom/fasterxml/jackson/core/io/IOContext;[BII)Ljava/io/InputStream;,InputStream,4,0
1131230489,decorate,InputDecorator,(Lcom/fasterxml/jackson/core/io/IOContext;[BII)Ljava/io/InputStream;,InputStream,4,1
1131230489,decorate,InputDecorator,(Lcom/fasterxml/jackson/core/io/IOContext;Ljava/io/InputStream;)Ljava/io/InputStream;,InputStream,2,0
1131230489,testHex,AbstractFastDoubleSwarTest,(Ljava/lang/String;IJ)V,void,3,0
1131230489,testHex,AbstractFastDoubleSwarTest,(Ljava/lang/String;IJ)V,void,3,1
1131230489,testDec,AbstractFastDoubleSwarTest,(Ljava/lang/String;II)V,void,3,0
1131230489,testDec,AbstractFastDoubleSwarTest,(Ljava/lang/String;II)V,void,3,1
1131230489,valueOfHexLiteral,AbstractFloatValueFromCharSequence,(Ljava/lang/CharSequence;IIZJIZI)J,long,8,0
1131230489,valueOfFloatLiteral,AbstractFloatValueFromCharSequence,(Ljava/lang/CharSequence;IIZJIZI)J,long,8,0
1131230489,testAgainstJdk,AbstractLexicallyGeneratedTest,(Ljava/lang/String;)V,void,1,0
1131230489,f,DoubleToStringTest,(D)Ljava/lang/String;,String,1,0
1131230489,f,FloatToStringTest,(F)Ljava/lang/String;,String,1,0
1131230489,f,DoubleToStringTest,(D)Ljava/lang/String;,String,1,0
1131230489,f,FloatToStringTest,(F)Ljava/lang/String;,String,1,0
1131230489,recovers,ToDecimalChecker,(Ljava/lang/String;)Z,boolean,1,0
1131230489,recovers,ToDecimalChecker,(Ljava/math/BigDecimal;)Z,boolean,1,0
1131230489,writeIndentation,Indenter,(Lcom/fasterxml/jackson/core/JsonGenerator;I)V,void,2,0
1131230489,find,Trie<E>,([B)Lperf/E;,E,1,0
1131230489,testRead2,ParserTestBase,(I)V,void,1,0
1131230489,testRead1,ParserTestBase,(I)V,void,1,0
1506170306647,equals,JavaType,(Ljava/lang/Object;)Z,boolean,1,0
1506170306647,equals,Annotated,(Ljava/lang/Object;)Z,boolean,1,0
1506170306647,equals,JsonNode,(Ljava/lang/Object;)Z,boolean,1,0
1506170306647,equals,JsonNode,(Ljava/lang/Object;)Z,boolean,1,1
1506170306647,value,VirtualBeanPropertyWriter,(Ljava/lang/Object;Lcom/fasterxml/jackson/core/JsonGenerator;Lcom/fasterxml/jackson/databind/SerializerProvider;)Ljava/lang/Object;,Object,3,0
1506170306647,valueOf,Enum1291,(Ljava/lang/String;)Lcom/fasterxml/jackson/databind/deser/creators/EnumCreatorTest$Enum1291;,Enum1291,1,0
