id,name,declaryngType,methodDescriptor,returnType,numArgument,hasConstants
1881040074,remove,List<WeatherBean>,(I)Lcom/lauren/simplenews/beans/WeatherBean;,WeatherBean,1,0
1881040074,remove,List<WeatherBean>,(I)Lcom/lauren/simplenews/beans/WeatherBean;,WeatherBean,1,1
1881040074,get,List<ImageBean>,(I)Lcom/lauren/simplenews/beans/ImageBean;,ImageBean,1,0
1881040074,get,List<NewsBean>,(I)Lcom/lauren/simplenews/beans/NewsBean;,NewsBean,1,0
1881040074,onItemClick,OnItemClickListener,(Landroid/view/View;I)V,void,2,0
1881040074,onItemClick,OnItemClickListener,(Landroid/view/View;I)V,void,2,0
1881040074,setWind,WeatherView,(Ljava/lang/String;)V,void,1,0
1881040074,setWeather,WeatherView,(Ljava/lang/String;)V,void,1,0
1881040074,setTemperature,WeatherView,(Ljava/lang/String;)V,void,1,0
1881040074,loadImageList,ImageModel,(Lcom/lauren/simplenews/images/model/ImageModelImpl$OnLoadImageListListener;)V,void,1,0
1881040074,onFailure,OnLoadImageListListener,(Ljava/lang/String;Ljava/lang/Exception;)V,void,2,0
1881040074,onFailure,OnLoadImageListListener,(Ljava/lang/String;Ljava/lang/Exception;)V,void,2,1
1881040074,onFailure,OnLoadNewsDetailListener,(Ljava/lang/String;Ljava/lang/Exception;)V,void,2,0
1881040074,onFailure,OnLoadNewsDetailListener,(Ljava/lang/String;Ljava/lang/Exception;)V,void,2,1
1881040074,onFailure,OnLoadNewsListListener,(Ljava/lang/String;Ljava/lang/Exception;)V,void,2,0
1881040074,onFailure,OnLoadNewsListListener,(Ljava/lang/String;Ljava/lang/Exception;)V,void,2,1
1881040074,onFailure,LoadLocationListener,(Ljava/lang/String;Ljava/lang/Exception;)V,void,2,0
1881040074,onFailure,LoadLocationListener,(Ljava/lang/String;Ljava/lang/Exception;)V,void,2,1
1881040074,onFailure,LoadWeatherListener,(Ljava/lang/String;Ljava/lang/Exception;)V,void,2,0
1881040074,onFailure,LoadWeatherListener,(Ljava/lang/String;Ljava/lang/Exception;)V,void,2,1
1881040074,onSuccess,OnLoadImageListListener,(Ljava/util/List;)V,void,1,0
1881040074,onSuccess,OnLoadNewsDetailListener,(Lcom/lauren/simplenews/beans/NewsDetailBean;)V,void,1,0
1881040074,onSuccess,OnLoadNewsListListener,(Ljava/util/List;)V,void,1,0
1881040074,onSuccess,LoadLocationListener,(Ljava/lang/String;)V,void,1,0
1881040074,onSuccess,LoadWeatherListener,(Ljava/util/List;)V,void,1,0
1881040074,addImages,ImageView,(Ljava/util/List;)V,void,1,0
1881040074,switchNavigation,MainPresenter,(I)V,void,1,0
1881040074,loadNewsDetail,NewsModel,(Ljava/lang/String;Lcom/lauren/simplenews/news/model/OnLoadNewsDetailListener;)V,void,2,0
1881040074,loadNewsDetail,NewsDetailPresenter,(Ljava/lang/String;)V,void,1,0
1881040074,loadNews,NewsModel,(Ljava/lang/String;ILcom/lauren/simplenews/news/model/OnLoadNewsListListener;)V,void,3,0
1881040074,loadNews,NewsPresenter,(II)V,void,2,0
